ranking,model,pid,recommendation
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'playlist_name', 'value': 'hell yeah'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}]",gpt-4o-2024-08-06,727909,Sleepwalking - by Bring Me The Horizon
"[{'name': 'playlist_name', 'value': 'Hyphy'}, {'name': 'song_3', 'value': 'Slappin - by E-40'}, {'name': 'song_5', 'value': 'Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles - by Ty Dolla $ign'}, {'name': 'song_1', 'value': 'Dessert - by Dawin'}, {'name': 'song_2', 'value': 'Disparate Youth - by Santigold'}, {'name': 'song_4', 'value': 'Stolen Dance - by Milky Chance'}]",gpt-4o-2024-08-06,750353,Clair de Lune - by Claude Debussy
"[{'name': 'playlist_name', 'value': 'Hyphy'}, {'name': 'song_3', 'value': 'Slappin - by E-40'}, {'name': 'song_5', 'value': 'Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles - by Ty Dolla $ign'}, {'name': 'song_1', 'value': 'Dessert - by Dawin'}, {'name': 'song_2', 'value': 'Disparate Youth - by Santigold'}, {'name': 'song_4', 'value': 'Stolen Dance - by Milky Chance'}]",gpt-4o-2024-08-06,750353,Gas Pedal - by Sage The Gemini feat. Iamsu!
"[{'name': 'song_1', 'value': 'Dessert - by Dawin'}, {'name': 'song_3', 'value': 'Slappin - by E-40'}, {'name': 'song_5', 'value': 'Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles - by Ty Dolla $ign'}, {'name': 'song_2', 'value': 'Disparate Youth - by Santigold'}, {'name': 'song_4', 'value': 'Stolen Dance - by Milky Chance'}, {'name': 'playlist_name', 'value': 'Hyphy'}]",gpt-4o-2024-08-06,750353,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': 'Hyphy'}, {'name': 'song_3', 'value': 'Slappin - by E-40'}, {'name': 'song_1', 'value': 'Dessert - by Dawin'}, {'name': 'song_2', 'value': 'Disparate Youth - by Santigold'}, {'name': 'song_4', 'value': 'Stolen Dance - by Milky Chance'}, {'name': 'song_5', 'value': 'Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles - by Ty Dolla $ign'}]",gpt-4o-2024-08-06,750353,Tell Me When to Go - by E-40 feat. Keak Da Sneak
"[{'name': 'playlist_name', 'value': 'Fall 2013'}, {'name': 'song_4', 'value': 'Roar - by Katy Perry'}, {'name': 'song_1', 'value': 'Wrecking Ball - by Miley Cyrus'}, {'name': 'song_2', 'value': ""We Can't Stop - by Miley Cyrus""}, {'name': 'song_3', 'value': 'Royals - by Lorde'}, {'name': 'song_5', 'value': 'Wake Me Up - Radio Edit - by Avicii'}]",gpt-4o-2024-08-06,751832,Applause - by Lady Gaga
"[{'name': 'playlist_name', 'value': 'Fall 2013'}, {'name': 'song_4', 'value': 'Roar - by Katy Perry'}, {'name': 'song_5', 'value': 'Wake Me Up - Radio Edit - by Avicii'}, {'name': 'song_1', 'value': 'Wrecking Ball - by Miley Cyrus'}, {'name': 'song_2', 'value': ""We Can't Stop - by Miley Cyrus""}, {'name': 'song_3', 'value': 'Royals - by Lorde'}]",gpt-4o-2024-08-06,751832,"Blurred Lines - by Robin Thicke ft. T.I., Pharrell"
"[{'name': 'playlist_name', 'value': 'Fall 2013'}, {'name': 'song_1', 'value': 'Wrecking Ball - by Miley Cyrus'}, {'name': 'song_2', 'value': ""We Can't Stop - by Miley Cyrus""}, {'name': 'song_3', 'value': 'Royals - by Lorde'}, {'name': 'song_4', 'value': 'Roar - by Katy Perry'}, {'name': 'song_5', 'value': 'Wake Me Up - Radio Edit - by Avicii'}]",gpt-4o-2024-08-06,751832,Bohemian Rhapsody - by Queen
"[{'name': 'song_5', 'value': 'Wake Me Up - Radio Edit - by Avicii'}, {'name': 'song_1', 'value': 'Wrecking Ball - by Miley Cyrus'}, {'name': 'song_2', 'value': ""We Can't Stop - by Miley Cyrus""}, {'name': 'song_3', 'value': 'Royals - by Lorde'}, {'name': 'song_4', 'value': 'Roar - by Katy Perry'}, {'name': 'playlist_name', 'value': 'Fall 2013'}]",gpt-4o-2024-08-06,751832,Smells Like Teen Spirit - by Nirvana
"[{'name': 'song_1', 'value': 'XO TOUR Llif3 - by Lil Uzi Vert'}, {'name': 'song_4', 'value': 'Despacito - Remix - by Luis Fonsi'}, {'name': 'song_5', 'value': 'Congratulations - by Post Malone'}, {'name': 'song_2', 'value': 'Unforgettable - by French Montana'}, {'name': 'song_3', 'value': 'Wild Thoughts - by DJ Khaled'}, {'name': 'playlist_name', 'value': 'peachy'}]",gpt-4o-2024-08-06,755179,Castle on the Hill - by Ed Sheeran
"[{'name': 'song_1', 'value': 'XO TOUR Llif3 - by Lil Uzi Vert'}, {'name': 'song_2', 'value': 'Unforgettable - by French Montana'}, {'name': 'song_5', 'value': 'Congratulations - by Post Malone'}, {'name': 'song_3', 'value': 'Wild Thoughts - by DJ Khaled'}, {'name': 'playlist_name', 'value': 'peachy'}, {'name': 'song_4', 'value': 'Despacito - Remix - by Luis Fonsi'}]",gpt-4o-2024-08-06,755179,HUMBLE. - by Kendrick Lamar
"[{'name': 'song_1', 'value': 'XO TOUR Llif3 - by Lil Uzi Vert'}, {'name': 'song_2', 'value': 'Unforgettable - by French Montana'}, {'name': 'song_5', 'value': 'Congratulations - by Post Malone'}, {'name': 'song_3', 'value': 'Wild Thoughts - by DJ Khaled'}, {'name': 'playlist_name', 'value': 'peachy'}, {'name': 'song_4', 'value': 'Despacito - Remix - by Luis Fonsi'}]",gpt-4o-2024-08-06,755179,Mask Off - by Future
"[{'name': 'song_1', 'value': 'XO TOUR Llif3 - by Lil Uzi Vert'}, {'name': 'song_2', 'value': 'Unforgettable - by French Montana'}, {'name': 'song_3', 'value': 'Wild Thoughts - by DJ Khaled'}, {'name': 'song_5', 'value': 'Congratulations - by Post Malone'}, {'name': 'song_4', 'value': 'Despacito - Remix - by Luis Fonsi'}, {'name': 'playlist_name', 'value': 'peachy'}]",gpt-4o-2024-08-06,755179,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'mellow'}, {'name': 'song_2', 'value': 'Salad Days - by Mac Demarco'}, {'name': 'song_3', 'value': 'New Slang - by The Shins'}, {'name': 'song_4', 'value': 'Paris - by The 1975'}, {'name': 'song_5', 'value': 'A Change Of Heart - by The 1975'}, {'name': 'song_1', 'value': 'quit - by LANY'}]",gpt-4o-2024-08-06,783397,Holocene - by Bon Iver
"[{'name': 'playlist_name', 'value': 'mellow'}, {'name': 'song_2', 'value': 'Salad Days - by Mac Demarco'}, {'name': 'song_3', 'value': 'New Slang - by The Shins'}, {'name': 'song_1', 'value': 'quit - by LANY'}, {'name': 'song_4', 'value': 'Paris - by The 1975'}, {'name': 'song_5', 'value': 'A Change Of Heart - by The 1975'}]",gpt-4o-2024-08-06,783397,Party in the USA - by Miley Cyrus
"[{'name': 'playlist_name', 'value': 'mellow'}, {'name': 'song_2', 'value': 'Salad Days - by Mac Demarco'}, {'name': 'song_3', 'value': 'New Slang - by The Shins'}, {'name': 'song_1', 'value': 'quit - by LANY'}, {'name': 'song_4', 'value': 'Paris - by The 1975'}, {'name': 'song_5', 'value': 'A Change Of Heart - by The 1975'}]",gpt-4o-2024-08-06,783397,Slow Burn - by Kacey Musgraves
"[{'name': 'playlist_name', 'value': 'mellow'}, {'name': 'song_1', 'value': 'quit - by LANY'}, {'name': 'song_2', 'value': 'Salad Days - by Mac Demarco'}, {'name': 'song_3', 'value': 'New Slang - by The Shins'}, {'name': 'song_4', 'value': 'Paris - by The 1975'}, {'name': 'song_5', 'value': 'A Change Of Heart - by The 1975'}]",gpt-4o-2024-08-06,783397,Thunderstruck - by AC/DC
"[{'name': 'song_1', 'value': 'No Problem (feat. Lil Wayne & 2 Chainz) - by Chance The Rapper'}, {'name': 'song_2', 'value': 'Blessings - by Chance The Rapper'}, {'name': 'song_3', 'value': 'Pretty - by Lil Yachty'}, {'name': 'song_5', 'value': 'Lush Life - by Zara Larsson'}, {'name': 'playlist_name', 'value': 'yes'}, {'name': 'song_4', 'value': 'Ready - by SONDAR'}]",gpt-4o-2024-08-06,808716,Bohemian Rhapsody - by Queen
"[{'name': 'song_3', 'value': 'Pretty - by Lil Yachty'}, {'name': 'song_1', 'value': 'No Problem (feat. Lil Wayne & 2 Chainz) - by Chance The Rapper'}, {'name': 'song_5', 'value': 'Lush Life - by Zara Larsson'}, {'name': 'song_2', 'value': 'Blessings - by Chance The Rapper'}, {'name': 'song_4', 'value': 'Ready - by SONDAR'}, {'name': 'playlist_name', 'value': 'yes'}]",gpt-4o-2024-08-06,808716,Broccoli (feat. Lil Yachty) - by DRAM
"[{'name': 'song_1', 'value': 'No Problem (feat. Lil Wayne & 2 Chainz) - by Chance The Rapper'}, {'name': 'song_2', 'value': 'Blessings - by Chance The Rapper'}, {'name': 'song_3', 'value': 'Pretty - by Lil Yachty'}, {'name': 'song_5', 'value': 'Lush Life - by Zara Larsson'}, {'name': 'song_4', 'value': 'Ready - by SONDAR'}, {'name': 'playlist_name', 'value': 'yes'}]",gpt-4o-2024-08-06,808716,Clair de Lune - by Claude Debussy
"[{'name': 'song_1', 'value': 'No Problem (feat. Lil Wayne & 2 Chainz) - by Chance The Rapper'}, {'name': 'song_2', 'value': 'Blessings - by Chance The Rapper'}, {'name': 'song_3', 'value': 'Pretty - by Lil Yachty'}, {'name': 'song_4', 'value': 'Ready - by SONDAR'}, {'name': 'song_5', 'value': 'Lush Life - by Zara Larsson'}, {'name': 'playlist_name', 'value': 'yes'}]",gpt-4o-2024-08-06,808716,Sunday Candy - by Donnie Trumpet & The Social Experiment
"[{'name': 'playlist_name', 'value': 'Halloween 2017'}, {'name': 'song_2', 'value': 'Thriller - by Michael Jackson'}, {'name': 'song_3', 'value': 'Ghostbusters - by Ray Parker, Jr.'}, {'name': 'song_4', 'value': 'Monster Mash - by Bobby ""Boris"" Pickett & The Crypt-Kickers'}, {'name': 'song_1', 'value': ""Theme (From 'Scooby-Doo, Where Are You?') - by London Music Works""}, {'name': 'song_5', 'value': 'Sweatshirt - by Jacob Sartorius'}]",gpt-4o-2024-08-06,828407,Happy - by Pharrell Williams
"[{'name': 'playlist_name', 'value': 'Halloween 2017'}, {'name': 'song_2', 'value': 'Thriller - by Michael Jackson'}, {'name': 'song_4', 'value': 'Monster Mash - by Bobby ""Boris"" Pickett & The Crypt-Kickers'}, {'name': 'song_3', 'value': 'Ghostbusters - by Ray Parker, Jr.'}, {'name': 'song_1', 'value': ""Theme (From 'Scooby-Doo, Where Are You?') - by London Music Works""}, {'name': 'song_5', 'value': 'Sweatshirt - by Jacob Sartorius'}]",gpt-4o-2024-08-06,828407,Shape of You - by Ed Sheeran
"[{'name': 'song_2', 'value': 'Thriller - by Michael Jackson'}, {'name': 'song_3', 'value': 'Ghostbusters - by Ray Parker, Jr.'}, {'name': 'playlist_name', 'value': 'Halloween 2017'}, {'name': 'song_1', 'value': ""Theme (From 'Scooby-Doo, Where Are You?') - by London Music Works""}, {'name': 'song_4', 'value': 'Monster Mash - by Bobby ""Boris"" Pickett & The Crypt-Kickers'}, {'name': 'song_5', 'value': 'Sweatshirt - by Jacob Sartorius'}]",gpt-4o-2024-08-06,828407,Somebody's Watching Me - by Rockwell
"[{'name': 'song_2', 'value': 'Thriller - by Michael Jackson'}, {'name': 'song_4', 'value': 'Monster Mash - by Bobby ""Boris"" Pickett & The Crypt-Kickers'}, {'name': 'playlist_name', 'value': 'Halloween 2017'}, {'name': 'song_3', 'value': 'Ghostbusters - by Ray Parker, Jr.'}, {'name': 'song_1', 'value': ""Theme (From 'Scooby-Doo, Where Are You?') - by London Music Works""}, {'name': 'song_5', 'value': 'Sweatshirt - by Jacob Sartorius'}]",gpt-4o-2024-08-06,828407,This Is Halloween - by The Citizens of Halloween
"[{'name': 'playlist_name', 'value': ""Summer '17""}, {'name': 'song_1', 'value': 'do re mi - by blackbear'}, {'name': 'song_4', 'value': ""I'm the One - by DJ Khaled""}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_5', 'value': 'Take It How You Wanna (feat. Marcus Stroman) - by Mike Stud'}, {'name': 'song_3', 'value': 'Spirits - by The Strumbellas'}]",gpt-4o-2024-08-06,833690,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': ""Summer '17""}, {'name': 'song_4', 'value': ""I'm the One - by DJ Khaled""}, {'name': 'song_1', 'value': 'do re mi - by blackbear'}, {'name': 'song_3', 'value': 'Spirits - by The Strumbellas'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_5', 'value': 'Take It How You Wanna (feat. Marcus Stroman) - by Mike Stud'}]",gpt-4o-2024-08-06,833690,Slide - by Calvin Harris
"[{'name': 'playlist_name', 'value': ""Summer '17""}, {'name': 'song_1', 'value': 'do re mi - by blackbear'}, {'name': 'song_4', 'value': ""I'm the One - by DJ Khaled""}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_5', 'value': 'Take It How You Wanna (feat. Marcus Stroman) - by Mike Stud'}, {'name': 'song_3', 'value': 'Spirits - by The Strumbellas'}]",gpt-4o-2024-08-06,833690,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': ""Summer '17""}, {'name': 'song_4', 'value': ""I'm the One - by DJ Khaled""}, {'name': 'song_1', 'value': 'do re mi - by blackbear'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_3', 'value': 'Spirits - by The Strumbellas'}, {'name': 'song_5', 'value': 'Take It How You Wanna (feat. Marcus Stroman) - by Mike Stud'}]",gpt-4o-2024-08-06,833690,Unforgettable - by French Montana
"[{'name': 'playlist_name', 'value': 'New and Improved'}, {'name': 'song_1', 'value': 'The Walker - by Fitz and The Tantrums'}, {'name': 'song_5', 'value': 'Riptide - by Vance Joy'}, {'name': 'song_2', 'value': 'Magic - by Coldplay'}, {'name': 'song_3', 'value': 'The Heart - by NEEDTOBREATHE'}, {'name': 'song_4', 'value': 'Chicago - by Sufjan Stevens'}]",gpt-4o-2024-08-06,838431,Bohemian Rhapsody - by Queen
"[{'name': 'song_5', 'value': 'Riptide - by Vance Joy'}, {'name': 'song_1', 'value': 'The Walker - by Fitz and The Tantrums'}, {'name': 'playlist_name', 'value': 'New and Improved'}, {'name': 'song_2', 'value': 'Magic - by Coldplay'}, {'name': 'song_3', 'value': 'The Heart - by NEEDTOBREATHE'}, {'name': 'song_4', 'value': 'Chicago - by Sufjan Stevens'}]",gpt-4o-2024-08-06,838431,Budapest - by George Ezra
"[{'name': 'song_1', 'value': 'The Walker - by Fitz and The Tantrums'}, {'name': 'song_5', 'value': 'Riptide - by Vance Joy'}, {'name': 'playlist_name', 'value': 'New and Improved'}, {'name': 'song_2', 'value': 'Magic - by Coldplay'}, {'name': 'song_3', 'value': 'The Heart - by NEEDTOBREATHE'}, {'name': 'song_4', 'value': 'Chicago - by Sufjan Stevens'}]",gpt-4o-2024-08-06,838431,Shut Up and Dance - by WALK THE MOON
"[{'name': 'song_1', 'value': 'The Walker - by Fitz and The Tantrums'}, {'name': 'song_5', 'value': 'Riptide - by Vance Joy'}, {'name': 'song_2', 'value': 'Magic - by Coldplay'}, {'name': 'song_3', 'value': 'The Heart - by NEEDTOBREATHE'}, {'name': 'song_4', 'value': 'Chicago - by Sufjan Stevens'}, {'name': 'playlist_name', 'value': 'New and Improved'}]",gpt-4o-2024-08-06,838431,WAP - by Cardi B ft. Megan Thee Stallion
"[{'name': 'playlist_name', 'value': 'Church music'}, {'name': 'song_5', 'value': 'Nearer My God To Thee - by Paul Cardall'}, {'name': 'song_1', 'value': ""Joseph Smith's First Prayer - by Paul Cardall""}, {'name': 'song_2', 'value': 'God, The Eternal Father - by Paul Cardall'}, {'name': 'song_3', 'value': 'Jesus Of Nazareth, Savior And King - by Paul Cardall'}, {'name': 'song_4', 'value': 'How Great The Wisdom And The Love - by Paul Cardall'}]",gpt-4o-2024-08-06,858725,"Be Still, My Soul - by David Archuleta"
"[{'name': 'playlist_name', 'value': 'Church music'}, {'name': 'song_1', 'value': ""Joseph Smith's First Prayer - by Paul Cardall""}, {'name': 'song_2', 'value': 'God, The Eternal Father - by Paul Cardall'}, {'name': 'song_3', 'value': 'Jesus Of Nazareth, Savior And King - by Paul Cardall'}, {'name': 'song_4', 'value': 'How Great The Wisdom And The Love - by Paul Cardall'}, {'name': 'song_5', 'value': 'Nearer My God To Thee - by Paul Cardall'}]",gpt-4o-2024-08-06,858725,"Come, Thou Fount of Every Blessing - by Mack Wilberg"
"[{'name': 'playlist_name', 'value': 'Church music'}, {'name': 'song_1', 'value': ""Joseph Smith's First Prayer - by Paul Cardall""}, {'name': 'song_2', 'value': 'God, The Eternal Father - by Paul Cardall'}, {'name': 'song_3', 'value': 'Jesus Of Nazareth, Savior And King - by Paul Cardall'}, {'name': 'song_4', 'value': 'How Great The Wisdom And The Love - by Paul Cardall'}, {'name': 'song_5', 'value': 'Nearer My God To Thee - by Paul Cardall'}]",gpt-4o-2024-08-06,858725,Thunderstruck - by AC/DC
"[{'name': 'playlist_name', 'value': 'Church music'}, {'name': 'song_1', 'value': ""Joseph Smith's First Prayer - by Paul Cardall""}, {'name': 'song_2', 'value': 'God, The Eternal Father - by Paul Cardall'}, {'name': 'song_3', 'value': 'Jesus Of Nazareth, Savior And King - by Paul Cardall'}, {'name': 'song_4', 'value': 'How Great The Wisdom And The Love - by Paul Cardall'}, {'name': 'song_5', 'value': 'Nearer My God To Thee - by Paul Cardall'}]",gpt-4o-2024-08-06,858725,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'playlist_name', 'value': 'Work out'}, {'name': 'song_1', 'value': 'All Nightmare Long - by Metallica'}, {'name': 'song_2', 'value': 'Cyanide - by Metallica'}, {'name': 'song_3', 'value': 'I Disappear - by Metallica'}, {'name': 'song_4', 'value': 'Hit The Lights - Remastered - by Metallica'}, {'name': 'song_5', 'value': 'Seek & Destroy - Remastered - by Metallica'}]",gpt-4o-2024-08-06,901210,Clair de Lune - by Claude Debussy
"[{'name': 'playlist_name', 'value': 'Work out'}, {'name': 'song_1', 'value': 'All Nightmare Long - by Metallica'}, {'name': 'song_2', 'value': 'Cyanide - by Metallica'}, {'name': 'song_3', 'value': 'I Disappear - by Metallica'}, {'name': 'song_4', 'value': 'Hit The Lights - Remastered - by Metallica'}, {'name': 'song_5', 'value': 'Seek & Destroy - Remastered - by Metallica'}]",gpt-4o-2024-08-06,901210,Enter Sandman - by Metallica
"[{'name': 'playlist_name', 'value': 'Work out'}, {'name': 'song_1', 'value': 'All Nightmare Long - by Metallica'}, {'name': 'song_2', 'value': 'Cyanide - by Metallica'}, {'name': 'song_3', 'value': 'I Disappear - by Metallica'}, {'name': 'song_4', 'value': 'Hit The Lights - Remastered - by Metallica'}, {'name': 'song_5', 'value': 'Seek & Destroy - Remastered - by Metallica'}]",gpt-4o-2024-08-06,901210,Fuel - by Metallica
"[{'name': 'playlist_name', 'value': 'Work out'}, {'name': 'song_1', 'value': 'All Nightmare Long - by Metallica'}, {'name': 'song_2', 'value': 'Cyanide - by Metallica'}, {'name': 'song_3', 'value': 'I Disappear - by Metallica'}, {'name': 'song_4', 'value': 'Hit The Lights - Remastered - by Metallica'}, {'name': 'song_5', 'value': 'Seek & Destroy - Remastered - by Metallica'}]",gpt-4o-2024-08-06,901210,Someone Like You - by Adele
"[{'name': 'song_1', 'value': 'Sleeping Pills - by Last Night On Earth'}, {'name': 'song_2', 'value': 'Parking Lots (Ak Remix) - by AK'}, {'name': 'song_3', 'value': 'Hold Us Together - by WILD'}, {'name': 'song_4', 'value': 'Distant - by Clement Bazin'}, {'name': 'song_5', 'value': 'Lost - by Donkeyboy'}, {'name': 'playlist_name', 'value': 'july 2017'}]",gpt-4o-2024-08-06,901826,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Sleeping Pills - by Last Night On Earth'}, {'name': 'song_4', 'value': 'Distant - by Clement Bazin'}, {'name': 'playlist_name', 'value': 'july 2017'}, {'name': 'song_2', 'value': 'Parking Lots (Ak Remix) - by AK'}, {'name': 'song_3', 'value': 'Hold Us Together - by WILD'}, {'name': 'song_5', 'value': 'Lost - by Donkeyboy'}]",gpt-4o-2024-08-06,901826,Electric Feel - by MGMT
"[{'name': 'song_1', 'value': 'Sleeping Pills - by Last Night On Earth'}, {'name': 'song_4', 'value': 'Distant - by Clement Bazin'}, {'name': 'playlist_name', 'value': 'july 2017'}, {'name': 'song_2', 'value': 'Parking Lots (Ak Remix) - by AK'}, {'name': 'song_3', 'value': 'Hold Us Together - by WILD'}, {'name': 'song_5', 'value': 'Lost - by Donkeyboy'}]",gpt-4o-2024-08-06,901826,Sunset Lover - by Petit Biscuit
"[{'name': 'song_1', 'value': 'Sleeping Pills - by Last Night On Earth'}, {'name': 'song_4', 'value': 'Distant - by Clement Bazin'}, {'name': 'song_2', 'value': 'Parking Lots (Ak Remix) - by AK'}, {'name': 'song_3', 'value': 'Hold Us Together - by WILD'}, {'name': 'song_5', 'value': 'Lost - by Donkeyboy'}, {'name': 'playlist_name', 'value': 'july 2017'}]",gpt-4o-2024-08-06,901826,Uptown Funk - by Mark Ronson ft. Bruno Mars
